date,vendor,amount,department,category,payment_method,invoice_no,notes
2025-01-25,Razorpay Fees,7349.38,Engineering,,Credit Card,NOR-20250975,type=normal; cycle=adhoc
2025-01-13,Airtel Broadband,9902.67,Design,,Credit Card,NOR-20250410,type=normal; cycle=quarterly
2025-01-08,Spectrum Tech,62151.61,,Software,Credit Card,DUP-20250064,type=duplicate; pair=064; copy=2
2025-01-21,AWS Cloud Services,17373.85,HR & Admin,Equipment,UPI,NOR-20251432,type=normal; cycle=monthly
2025-01-01,HubSpot Enterprise,26923.94,Infrastructure,,Credit Card,HSP-20250078,type=high_spend; variance_band=v3
2025-01-27,Urban Company,18330.99,Marketing,Equipment,Credit Card,NOR-20251047,type=normal; cycle=quarterly
2025-01-11,Airtel Broadband,16204.02,HR & Admin,Office,Credit Card,NOR-20250349,type=normal; cycle=quarterly
2025-01-30,Swiggy Corporate,12979.64,Product,Vendors,UPI,NOR-20250492,type=normal; cycle=adhoc
2025-01-26,Canva Teams,28655.76,Marketing,Software,Bank Transfer,NOR-20251346,type=normal; cycle=quarterly
2025-01-03,HubSpot Enterprise,60856.30,Sales,,Bank Transfer,HSP-20250084,type=high_spend; variance_band=v1
2025-01-20,HubSpot Enterprise,23139.26,,Marketing,Credit Card,HSP-20250236,type=high_spend; variance_band=v2
2025-01-21,Airtel Broadband,16847.48,Design,Other,Bank Transfer,NOR-20250290,type=normal; cycle=monthly
2025-01-27,HDFC Bank Charges,22839.84,Marketing,,UPI,NOR-20250378,type=normal; cycle=quarterly
2025-01-31,Atlassian,27832.28,Product,Travel,Bank Transfer,NOR-20250044,type=normal; cycle=adhoc
2025-01-27,Zomato Business,27831.67,,Vendors,Bank Transfer,NOR-20251302,type=normal; cycle=monthly
2025-01-29,Notion Labs,24080.60,Design,Office,UPI,NOR-20250299,type=normal; cycle=quarterly
2025-01-05,Adobe Creative Cloud,8430.25,Operations,,Credit Card,NOR-20250885,type=normal; cycle=monthly
2025-01-02,Google Workspace,10882.30,,Travel,Bank Transfer,NOR-20250252,type=normal; cycle=quarterly
2025-01-04,ICICI Bank Charges,9706.94,Sales,Vendors,Credit Card,NOR-20251263,type=normal; cycle=quarterly
2025-01-12,Zomato Business,22208.73,,,UPI,NOR-20251347,type=normal; cycle=monthly
2025-01-02,BluePeak Systems,7861.17,,,Bank Transfer,DUP-20250039,type=duplicate; pair=039; copy=2
2025-01-19,Zoom Communications,19170.81,Infrastructure,Software,Credit Card,NOR-20250899,type=normal; cycle=quarterly
2025-01-26,ICICI Bank Charges,20117.36,Marketing,Other,UPI,NOR-20251395,type=normal; cycle=quarterly
2025-01-18,Figma,11601.93,Product,,Credit Card,NOR-20251254,type=normal; cycle=monthly
2025-01-14,Proxima Solutions,37911.63,HR & Admin,Office,Bank Transfer,DUP-20250001,type=duplicate; pair=001; copy=1
2025-01-17,Figma,19922.96,HR & Admin,,UPI,NOR-20250533,type=normal; cycle=adhoc
2025-01-26,Datadog,1248.26,Operations,Office,Bank Transfer,NOR-20251119,type=normal; cycle=monthly
2025-01-08,RapidOps Vendor,57792.66,Design,,Credit Card,DUP-20250028,type=duplicate; pair=028; copy=1
2025-01-05,Quantum Office Supply,23724.86,Engineering,Office,Credit Card,DUP-20250021,type=duplicate; pair=021; copy=2
2025-01-06,HDFC Bank Charges,24101.48,Operations,Equipment,Credit Card,NOR-20250481,type=normal; cycle=adhoc
2025-01-23,Meta Ads,218758.37,Infrastructure,Equipment,Bank Transfer,HSP-20250239,type=high_spend; variance_band=v2
2025-01-21,Datadog,24360.01,Infrastructure,Marketing,UPI,NOR-20250376,type=normal; cycle=quarterly
2025-01-03,IndiaMART,19633.00,Marketing,Vendors,UPI,NOR-20250990,type=normal; cycle=monthly
2025-01-23,HDFC Bank Charges,12156.72,Operations,Equipment,Credit Card,NOR-20250828,type=normal; cycle=adhoc
2025-01-20,Razorpay Fees,26850.17,Engineering,,UPI,NOR-20250614,type=normal; cycle=monthly
2025-01-15,Canva Teams,19024.49,Product,Other,UPI,NOR-20250249,type=normal; cycle=adhoc
2025-01-11,Jio Fiber,13137.15,Infrastructure,Software,UPI,NOR-20250113,type=normal; cycle=adhoc
2025-01-27,Swiggy Corporate,18181.05,,Vendors,UPI,NOR-20250800,type=normal; cycle=adhoc
2025-01-15,Uber for Business,8622.07,,Software,UPI,NOR-20250908,type=normal; cycle=monthly
2025-01-09,Office Depot,23297.22,Sales,,Credit Card,NOR-20251035,type=normal; cycle=monthly
2025-01-05,RapidOps Vendor,32832.12,Product,Office,Bank Transfer,DUP-20250012,type=duplicate; pair=012; copy=2
2025-01-23,Freshworks,17174.19,Infrastructure,,Credit Card,NOR-20250050,type=normal; cycle=adhoc
2025-01-31,Freshworks,27554.81,Infrastructure,,UPI,NOR-20250970,type=normal; cycle=adhoc
2025-01-15,GitHub Enterprise,22380.68,Sales,Vendors,Credit Card,NOR-20250212,type=normal; cycle=quarterly
2025-01-25,Postman,952.34,Operations,Vendors,Credit Card,NOR-20250418,type=normal; cycle=adhoc
2025-01-11,Google Workspace,17317.19,HR & Admin,,UPI,NOR-20250506,type=normal; cycle=monthly
2025-01-08,Google Workspace,28414.72,,,Credit Card,NOR-20250198,type=normal; cycle=monthly
2025-01-18,Zomato Business,16581.00,Marketing,Office,Credit Card,NOR-20251064,type=normal; cycle=monthly
2025-01-09,Canva Teams,10806.57,Marketing,Marketing,Credit Card,NOR-20250247,type=normal; cycle=monthly
2025-01-24,Proxima Solutions,68085.32,HR & Admin,,Credit Card,DUP-20250061,type=duplicate; pair=061; copy=1
2025-01-15,Datadog,15670.40,Design,Software,Bank Transfer,NOR-20251236,type=normal; cycle=monthly
2025-01-28,Microsoft 365,20972.43,Product,,Credit Card,NOR-20250313,type=normal; cycle=monthly
2025-01-24,ICICI Bank Charges,3784.27,HR & Admin,,Credit Card,NOR-20250000,type=normal; cycle=monthly
2025-01-07,Razorpay Fees,28823.21,Sales,,Credit Card,NOR-20250137,type=normal; cycle=adhoc
2025-01-14,Slack Technologies,8527.03,,Office,UPI,NOR-20250234,type=normal; cycle=quarterly
2025-01-28,Cloudflare,22755.27,Product,Marketing,Credit Card,NOR-20250411,type=normal; cycle=quarterly
2025-01-14,AWS Cloud Services,1322.79,,Marketing,Bank Transfer,NOR-20251408,type=normal; cycle=adhoc
2025-01-02,Uber for Business,8404.11,,Equipment,UPI,NOR-20251277,type=normal; cycle=adhoc
2025-01-06,Canva Teams,5541.11,Infrastructure,,UPI,NOR-20250993,type=normal; cycle=monthly
2025-01-12,HubSpot Enterprise,187515.31,,Equipment,Bank Transfer,HSP-20250209,type=high_spend; variance_band=v3
2025-01-27,Jio Fiber,6978.65,Infrastructure,Other,Credit Card,NOR-20250013,type=normal; cycle=monthly
2025-01-26,Meta Ads,128922.60,Engineering,Marketing,Credit Card,HSP-20250032,type=high_spend; variance_band=v3
2025-01-16,Zenith Rare Vendor 038,49753.38,Product,Software,Bank Transfer,RVR-20250037,type=rare_vendor; first_seen=true
2025-01-24,Horizon Rare Vendor 014,67747.89,Operations,,Credit Card,RVR-20250013,type=rare_vendor; first_seen=true
2025-01-22,Pulse Rare Vendor 020,19502.53,HR & Admin,Other,Bank Transfer,RVR-20250019,type=rare_vendor; first_seen=true
2025-01-08,Postman,21156.47,Marketing,Other,Bank Transfer,NOR-20250316,type=normal; cycle=adhoc
2025-01-14,Spectrum Tech,62800.91,,Vendors,Bank Transfer,DUP-20250032,type=duplicate; pair=032; copy=2
2025-01-01,Zomato Business,11344.19,Design,Office,UPI,NOR-20251310,type=normal; cycle=monthly
2025-01-12,Zoom Communications,6678.27,Engineering,,Bank Transfer,NOR-20251383,type=normal; cycle=quarterly
2025-01-22,Spectrum Tech,44494.91,Engineering,Software,Bank Transfer,DUP-20250076,type=duplicate; pair=076; copy=2
2025-01-05,Swiggy Corporate,5500.30,HR & Admin,Travel,Bank Transfer,NOR-20250457,type=normal; cycle=quarterly
2025-01-08,Swiggy Corporate,15309.21,Operations,Office,Credit Card,NOR-20250279,type=normal; cycle=quarterly
2025-01-23,Google Workspace,10346.87,Operations,,UPI,NOR-20251014,type=normal; cycle=monthly
2025-01-26,Employee Reimbursement - Asha Reddy,6301.82,Operations,Vendors,Reimbursement,REB-20250085,type=reimbursement; claimant=Asha Reddy
2025-01-29,Uber for Business,14028.08,Marketing,,Bank Transfer,NOR-20251151,type=normal; cycle=monthly
2025-01-02,Adobe Creative Cloud,4478.15,Product,,Bank Transfer,NOR-20250295,type=normal; cycle=monthly
2025-01-20,GitHub Enterprise,19996.00,Product,,Bank Transfer,NOR-20251057,type=normal; cycle=quarterly
2025-01-11,Ola Corporate,27476.02,Operations,Office,Credit Card,NOR-20250419,type=normal; cycle=adhoc
2025-01-16,Slack Technologies,24304.17,,,UPI,NOR-20251436,type=normal; cycle=monthly
2025-01-25,Notion Labs,17137.10,Operations,,UPI,NOR-20250108,type=normal; cycle=quarterly
2025-01-11,Snowflake,142454.36,Engineering,,Credit Card,HSP-20250028,type=high_spend; variance_band=v1
2025-01-08,Snowflake,237537.45,Marketing,Equipment,Bank Transfer,HSP-20250074,type=high_spend; variance_band=v2
2025-01-25,Ola Corporate,3830.17,Product,Office,Credit Card,NOR-20251046,type=normal; cycle=quarterly
2025-01-06,Datadog,8832.49,Sales,Vendors,Bank Transfer,NOR-20251381,type=normal; cycle=monthly
2025-01-28,Google Workspace,27299.19,Infrastructure,Office,Credit Card,NOR-20251197,type=normal; cycle=adhoc
2025-01-28,HubSpot Enterprise,194252.90,Sales,,Bank Transfer,HSP-20250076,type=high_spend; variance_band=v2
2025-01-06,Datadog,5618.22,Marketing,Other,UPI,NOR-20250248,type=normal; cycle=monthly
2025-01-12,IndiaMART,7677.50,,Office,UPI,NOR-20250124,type=normal; cycle=adhoc
2025-01-29,Quantum Office Supply,32131.43,,,Bank Transfer,DUP-20250045,type=duplicate; pair=045; copy=1
2025-01-08,Miro,14960.27,Operations,,Bank Transfer,NOR-20250678,type=normal; cycle=monthly
2025-01-04,Zoom Communications,3604.19,Operations,,Bank Transfer,NOR-20251414,type=normal; cycle=quarterly
2025-01-03,Razorpay Fees,27611.47,Marketing,Office,UPI,NOR-20250986,type=normal; cycle=quarterly
2025-01-22,Employee Reimbursement - Asha Reddy,13292.59,Sales,,Reimbursement,REB-20250065,type=reimbursement; claimant=Asha Reddy
2025-01-09,Horizon Rare Vendor 059,55066.79,Marketing,Vendors,Credit Card,RVR-20250058,type=rare_vendor; first_seen=true
2025-01-01,Proxima Solutions,37911.63,HR & Admin,,Bank Transfer,DUP-20250001,type=duplicate; pair=001; copy=2
2025-01-31,Miro,16357.62,Design,,Bank Transfer,NOR-20250199,type=normal; cycle=adhoc
2025-01-23,Figma,20706.53,HR & Admin,Travel,UPI,NOR-20251217,type=normal; cycle=adhoc
2025-01-15,ICICI Bank Charges,25165.54,Engineering,,Credit Card,NOR-20250682,type=normal; cycle=quarterly
2025-01-14,ICICI Bank Charges,19702.04,Operations,,Bank Transfer,NOR-20250219,type=normal; cycle=monthly
2025-01-28,Cloudflare,9808.52,Product,,Credit Card,NOR-20251330,type=normal; cycle=adhoc
2025-01-19,Northstar Consulting,67635.09,,Office,Credit Card,DUP-20250009,type=duplicate; pair=009; copy=2
2025-01-26,Ola Corporate,11237.31,Marketing,Marketing,Credit Card,NOR-20250553,type=normal; cycle=adhoc
2025-01-12,HDFC Bank Charges,18212.14,Sales,,UPI,NOR-20250112,type=normal; cycle=monthly
2025-01-23,Microsoft 365,29924.06,Sales,Office,Credit Card,NOR-20250173,type=normal; cycle=adhoc
2025-01-28,IndiaMART,6350.73,Operations,Software,UPI,NOR-20250111,type=normal; cycle=quarterly
2025-01-10,RapidOps Vendor,21949.27,Engineering,Other,Credit Card,DUP-20250019,type=duplicate; pair=019; copy=1
2025-01-03,Office Depot,2935.08,Engineering,,Bank Transfer,NOR-20250942,type=normal; cycle=quarterly
2025-01-02,Freshworks,739.52,Design,,Credit Card,NOR-20251060,type=normal; cycle=quarterly
2025-01-15,Nimbus Data Labs,8183.23,Infrastructure,Software,Bank Transfer,DUP-20250055,type=duplicate; pair=055; copy=2
2025-01-23,Oracle Cloud,98827.54,Infrastructure,Marketing,Bank Transfer,HSP-20250122,type=high_spend; variance_band=v3
2025-01-15,GCP BigQuery,32158.86,Engineering,,Credit Card,HSP-20250213,type=high_spend; variance_band=v3
2025-01-25,Urban Company,6119.45,,,UPI,NOR-20250947,type=normal; cycle=monthly
2025-01-23,LinkedIn Recruiter,7721.92,,,Bank Transfer,NOR-20250012,type=normal; cycle=adhoc
2025-01-19,ICICI Bank Charges,25505.07,Design,Office,Bank Transfer,NOR-20251372,type=normal; cycle=adhoc
2025-01-17,Uber for Business,815.96,HR & Admin,Marketing,Credit Card,NOR-20250825,type=normal; cycle=adhoc
2025-01-15,Airtel Broadband,19560.75,Engineering,,UPI,NOR-20250257,type=normal; cycle=quarterly
2025-01-05,Postman,13877.37,Sales,,Bank Transfer,NOR-20250804,type=normal; cycle=quarterly
2025-01-09,Vendor ABC Pvt Ltd,74682.07,Operations,,Bank Transfer,DUP-20250025,type=duplicate; pair=025; copy=1
2025-01-30,Salesforce,32055.51,,Marketing,Credit Card,HSP-20250106,type=high_spend; variance_band=v1
2025-01-04,Urban Company,5449.78,Sales,,Credit Card,NOR-20250109,type=normal; cycle=quarterly
2025-01-23,Zomato Business,23859.35,Product,Vendors,Bank Transfer,NOR-20250600,type=normal; cycle=monthly
2025-01-20,Spectrum Tech,35336.53,Sales,Vendors,Credit Card,DUP-20250058,type=duplicate; pair=058; copy=2
2025-01-03,Adobe Creative Cloud,24041.52,Sales,,Bank Transfer,NOR-20251158,type=normal; cycle=monthly
2025-01-03,Employee Reimbursement - Asha Reddy,8586.67,Operations,,Reimbursement,REB-20250003,type=reimbursement; claimant=Asha Reddy
2025-01-18,Canva Teams,14975.04,Design,,UPI,NOR-20251112,type=normal; cycle=monthly
2025-01-03,Slack Technologies,21672.35,Sales,,Bank Transfer,NOR-20251271,type=normal; cycle=quarterly
2025-01-28,Slack Technologies,10225.88,Design,Travel,Bank Transfer,NOR-20250260,type=normal; cycle=adhoc
2025-01-10,Cloudflare,16237.30,Marketing,,Bank Transfer,NOR-20250764,type=normal; cycle=adhoc
2025-01-26,IndiaMART,24004.35,Infrastructure,Equipment,UPI,NOR-20251048,type=normal; cycle=monthly
2025-01-24,Ola Corporate,23171.29,Product,,Credit Card,NOR-20251188,type=normal; cycle=monthly
2025-01-16,ICICI Bank Charges,15101.61,Product,Office,UPI,NOR-20250496,type=normal; cycle=quarterly
2025-01-25,Google Ads,91483.75,Infrastructure,,Credit Card,HSP-20250171,type=high_spend; variance_band=v2
2025-01-26,Cloudflare,19326.62,Sales,,Credit Card,NOR-20250619,type=normal; cycle=quarterly
2025-01-05,Employee Reimbursement - Priya Nair,3072.84,Marketing,Vendors,Reimbursement,REB-20250017,type=reimbursement; claimant=Priya Nair
2025-01-19,Urban Company,23110.89,,Travel,Credit Card,NOR-20251259,type=normal; cycle=monthly
2025-01-20,Airtel Broadband,17463.90,Marketing,Travel,Bank Transfer,NOR-20250287,type=normal; cycle=monthly
2025-01-14,Azure Compute,106168.28,Infrastructure,Software,Bank Transfer,HSP-20250107,type=high_spend; variance_band=v1
2025-01-08,Uber for Business,25436.47,Operations,Office,Bank Transfer,NOR-20250181,type=normal; cycle=monthly
2025-01-17,Jio Fiber,5648.90,HR & Admin,Travel,Bank Transfer,NOR-20250862,type=normal; cycle=adhoc
2025-01-14,Databricks,189033.46,Infrastructure,Equipment,Bank Transfer,HSP-20250130,type=high_spend; variance_band=v2
2025-01-15,Urban Company,26485.49,Operations,Travel,Bank Transfer,NOR-20250054,type=normal; cycle=monthly
2025-01-19,Notion Labs,2590.36,Operations,Vendors,Bank Transfer,NOR-20251144,type=normal; cycle=adhoc
2025-01-01,Employee Reimbursement - Ishita Das,16256.48,Operations,Other,Reimbursement,REB-20250028,type=reimbursement; claimant=Ishita Das
2025-01-09,HDFC Bank Charges,24604.57,,,Credit Card,NOR-20250056,type=normal; cycle=monthly
2025-01-12,Orbit Rare Vendor 013,25154.00,HR & Admin,Software,Bank Transfer,RVR-20250012,type=rare_vendor; first_seen=true
2025-01-16,Miro,17424.52,Marketing,Vendors,UPI,NOR-20250840,type=normal; cycle=monthly
2025-01-21,HDFC Bank Charges,28911.94,Operations,Equipment,UPI,NOR-20250861,type=normal; cycle=adhoc
2025-01-20,Google Workspace,8035.96,Engineering,,Credit Card,NOR-20250955,type=normal; cycle=adhoc
2025-01-06,Jio Fiber,28078.30,Product,Marketing,UPI,NOR-20250875,type=normal; cycle=adhoc
2025-01-25,Office Depot,15371.25,Design,Office,UPI,NOR-20250725,type=normal; cycle=adhoc
2025-01-03,Notion Labs,27164.23,Product,,UPI,NOR-20250959,type=normal; cycle=adhoc
2025-01-13,Miro,25495.38,,Equipment,Credit Card,NOR-20250732,type=normal; cycle=monthly
2025-01-21,Google Ads,194436.83,,Software,Bank Transfer,HSP-20250019,type=high_spend; variance_band=v3
2025-01-21,Airtel Broadband,18506.83,,Vendors,Bank Transfer,NOR-20251403,type=normal; cycle=quarterly
2025-01-23,Employee Reimbursement - Priya Nair,6742.62,,,Reimbursement,REB-20250074,type=reimbursement; claimant=Priya Nair
2025-01-22,Swiggy Corporate,21553.48,Sales,Software,Bank Transfer,NOR-20251031,type=normal; cycle=monthly
2025-01-16,Slack Technologies,6044.10,Operations,Other,Bank Transfer,NOR-20250641,type=normal; cycle=adhoc
2025-01-04,Google Workspace,22521.64,Infrastructure,,UPI,NOR-20251421,type=normal; cycle=quarterly
2025-01-29,AWS Cloud Services,20832.87,,Vendors,Credit Card,NOR-20250905,type=normal; cycle=quarterly
2025-01-23,Office Depot,12919.98,,,Credit Card,NOR-20251078,type=normal; cycle=monthly
2025-01-31,Slack Technologies,1060.61,Operations,,Credit Card,NOR-20250283,type=normal; cycle=adhoc
2025-01-27,Jio Fiber,10176.19,Operations,Vendors,Credit Card,NOR-20250196,type=normal; cycle=adhoc
2025-01-15,Canva Teams,29261.68,Operations,Vendors,Credit Card,NOR-20250894,type=normal; cycle=monthly
2025-01-21,BluePeak Systems,39384.49,HR & Admin,,Credit Card,DUP-20250013,type=duplicate; pair=013; copy=2
2025-01-10,Helix Rare Vendor 033,31398.67,HR & Admin,,Credit Card,RVR-20250032,type=rare_vendor; first_seen=true
2025-01-10,AWS Enterprise Support,220067.51,,Software,Credit Card,HSP-20250162,type=high_spend; variance_band=v1
2025-01-21,Notion Labs,5850.06,Engineering,Other,UPI,NOR-20250769,type=normal; cycle=quarterly
2025-01-09,Jio Fiber,15967.40,Marketing,,UPI,NOR-20250375,type=normal; cycle=quarterly
2025-01-16,IndiaMART,12008.09,Sales,Vendors,UPI,NOR-20251117,type=normal; cycle=quarterly
2025-01-17,Datadog,14891.90,Operations,,UPI,NOR-20250944,type=normal; cycle=adhoc
2025-01-29,Miro,2975.92,HR & Admin,Other,Credit Card,NOR-20251286,type=normal; cycle=quarterly
2025-01-08,Employee Reimbursement - Meera Singh,24621.84,Operations,,Reimbursement,REB-20250058,type=reimbursement; claimant=Meera Singh
2025-01-10,Zoom Communications,19605.39,,,Bank Transfer,NOR-20251160,type=normal; cycle=adhoc
2025-01-01,IndiaMART,2499.95,HR & Admin,,Credit Card,NOR-20250608,type=normal; cycle=adhoc
2025-01-05,Office Depot,23986.23,HR & Admin,Travel,Bank Transfer,NOR-20250175,type=normal; cycle=quarterly
2025-01-27,Jio Fiber,12712.61,Operations,Equipment,Credit Card,NOR-20250624,type=normal; cycle=quarterly
2025-01-08,Zomato Business,21067.30,,Vendors,Bank Transfer,NOR-20250616,type=normal; cycle=quarterly
2025-01-07,Echo Rare Vendor 026,12787.05,Design,,UPI,RVR-20250025,type=rare_vendor; first_seen=true
2025-01-08,Datadog,4721.09,HR & Admin,Equipment,Bank Transfer,NOR-20251135,type=normal; cycle=quarterly
2025-01-15,IndiaMART,22689.78,Infrastructure,,Bank Transfer,NOR-20250852,type=normal; cycle=quarterly
2025-01-31,Uber for Business,27206.53,Marketing,Other,Bank Transfer,NOR-20250277,type=normal; cycle=monthly
2025-01-23,Miro,23182.08,Design,,UPI,NOR-20250512,type=normal; cycle=quarterly
2025-01-18,Microsoft 365,8617.04,Marketing,,UPI,NOR-20250408,type=normal; cycle=quarterly
2025-01-11,Salesforce,90344.88,Engineering,Equipment,Credit Card,HSP-20250132,type=high_spend; variance_band=v1
2025-01-30,Canva Teams,5347.58,Engineering,,Credit Card,NOR-20251399,type=normal; cycle=adhoc
2025-01-03,Notion Labs,1908.61,Design,Vendors,UPI,NOR-20250285,type=normal; cycle=quarterly
2025-01-02,Cloudflare,25260.28,,,Credit Card,NOR-20251184,type=normal; cycle=monthly
2025-01-01,Oracle Cloud,229126.44,Engineering,Software,Bank Transfer,HSP-20250207,type=high_spend; variance_band=v2
2025-01-13,LinkedIn Recruiter,1250.93,Product,,Bank Transfer,NOR-20250660,type=normal; cycle=quarterly
2025-01-08,Proxima Solutions,75666.95,Design,,Bank Transfer,DUP-20250056,type=duplicate; pair=056; copy=2
